"disease","metabolite","chemical_taxonomy"
"Lesch-Nyhan syndrome","guanine","Organoheterocyclic compounds"
"Lesch-Nyhan syndrome","hypoxanthine","Organoheterocyclic compounds"
"Lesch-Nyhan syndrome","uric acid","Organoheterocyclic compounds"
"Lesch-Nyhan syndrome","xanthine","Organoheterocyclic compounds"
"Lesch-Nyhan syndrome","uridine","Nucleosides, nucleotides, and analogues"
"Lesch-Nyhan syndrome","creatinine","Organic acids and derivatives"
"Alpha-1-antitrypsin deficiency","glycocholic acid","Lipids and lipid-like molecules"
"Choledochal cysts","glycocholic acid","Lipids and lipid-like molecules"
"Chronic active hepatitis","glycocholic acid","Lipids and lipid-like molecules"
"Acute liver failure","glycocholic acid","Lipids and lipid-like molecules"
"Galactosemia type 1","glycocholic acid","Lipids and lipid-like molecules"
"Galactosemia type 1","d-galactose","Organic oxygen compounds"
"Glycogen storage disease","glycocholic acid","Lipids and lipid-like molecules"
"Hepatobiliary diseases","glycocholic acid","Lipids and lipid-like molecules"
"Intrahepatic biliary hypoplasia","glycocholic acid","Lipids and lipid-like molecules"
"Portal vein obstruction","glycocholic acid","Lipids and lipid-like molecules"
"Neonatal hepatitis","glycocholic acid","Lipids and lipid-like molecules"
"Wilson's disease","glycocholic acid","Lipids and lipid-like molecules"
"Wilson's disease","copper","Homogeneous metal compounds"
"Primary hyperoxaluria","glyceric acid","Organic oxygen compounds"
"Primary hyperoxaluria II","glyceric acid","Organic oxygen compounds"
"Methanol poisoning","formic acid","Organic acids and derivatives"
"Methyl formate exposure","formic acid","Organic acids and derivatives"
"Formic acid intoxication","formic acid","Organic acids and derivatives"
"Galactose-1-phosphate uridyltransferase deficiency","d-galactose","Organic oxygen compounds"
"Patent Ductus Venosus","d-galactose","Organic oxygen compounds"
"Menstrual cycle","estrone","Lipids and lipid-like molecules"
"Menstrual cycle","estradiol","Lipids and lipid-like molecules"
"Dicarboxylic aminoaciduria","l-glutamic acid","Organic acids and derivatives"
"Dicarboxylic aminoaciduria","l-proline","Organic acids and derivatives"
"Dicarboxylic aminoaciduria","l-aspartic acid","Organic acids and derivatives"
"Stomach cancer","l-glutamic acid","Organic acids and derivatives"
"Stomach cancer","pyruvic acid","Organic acids and derivatives"
"Stomach cancer","sarcosine","Organic acids and derivatives"
"Stomach cancer","uric acid","Organoheterocyclic compounds"
"Stomach cancer","creatinine","Organic acids and derivatives"
"Stomach cancer","hydroxypropionic acid","Organic acids and derivatives"
"Stomach cancer","azelaic acid","Lipids and lipid-like molecules"
"Stomach cancer","threonic acid","Organic oxygen compounds"
"Stomach cancer","1-methyladenosine","Nucleosides, nucleotides, and analogues"
"Rett syndrome","l-glutamic acid","Organic acids and derivatives"
"Rett syndrome","5-methyltetrahydrofolic acid","Organoheterocyclic compounds"
"Ethanolaminuria","ethanolamine","Organic nitrogen compounds"
"Idiopathic oro-facial pain","gentisic acid","Benzenoids"
"Idiopathic oro-facial pain","2-pyrocatechuic acid","Benzenoids"
"Degenerative disc disease","hypoxanthine","Organoheterocyclic compounds"
"Degenerative disc disease","inosine","Nucleosides, nucleotides, and analogues"
"Degenerative disc disease","thymidine","Nucleosides, nucleotides, and analogues"
"Degenerative disc disease","uric acid","Organoheterocyclic compounds"
"Degenerative disc disease","xanthine","Organoheterocyclic compounds"
"Degenerative disc disease","uridine","Nucleosides, nucleotides, and analogues"
"Hydrocephalus","hypoxanthine","Organoheterocyclic compounds"
"Hydrocephalus","quinolinic acid","Organoheterocyclic compounds"
"Hydrocephalus","xanthine","Organoheterocyclic compounds"
"Hydrocephalus","l-kynurenine","Organic oxygen compounds"
"Hydrocephalus","neopterin","Organoheterocyclic compounds"
"Hydrocephalus","leukotriene b4","Lipids and lipid-like molecules"
"Hydrocephalus","prostaglandin e2","Lipids and lipid-like molecules"
"Hydrocephalus","prostaglandin d2","Lipids and lipid-like molecules"
"Hydrocephalus","6-keto-prostaglandin f1a","Lipids and lipid-like molecules"
"Hydrocephalus","thromboxane b2","Lipids and lipid-like molecules"
"Xanthinuria type 1","hypoxanthine","Organoheterocyclic compounds"
"Xanthinuria type 1","inosine","Nucleosides, nucleotides, and analogues"
"Xanthinuria type 1","uric acid","Organoheterocyclic compounds"
"Xanthinuria type 1","xanthine","Organoheterocyclic compounds"
"Molybdenum cofactor deficiency","hypoxanthine","Organoheterocyclic compounds"
"Molybdenum cofactor deficiency","l-cystine","Organic acids and derivatives"
"Molybdenum cofactor deficiency","sulfite","Homogeneous non-metal compounds"
"Molybdenum cofactor deficiency","taurine","Organic acids and derivatives"
"Molybdenum cofactor deficiency","thiosulfate","Homogeneous non-metal compounds"
"Molybdenum cofactor deficiency","uric acid","Organoheterocyclic compounds"
"Molybdenum cofactor deficiency","xanthine","Organoheterocyclic compounds"
"Molybdenum cofactor deficiency","cysteine-s-sulfate","Organic acids and derivatives"
"Molybdenum cofactor deficiency","homocysteine","Organic acids and derivatives"
"Molybdenum cofactor deficiency","sulfate","Homogeneous non-metal compounds"
"Molybdenum cofactor deficiency","allopurinol","Organoheterocyclic compounds"
"Phosphoribosylpyrophosphate Synthetase Superactivity","hypoxanthine","Organoheterocyclic compounds"
"Phosphoribosylpyrophosphate Synthetase Superactivity","uric acid","Organoheterocyclic compounds"
"Phosphoribosylpyrophosphate Synthetase Superactivity","xanthine","Organoheterocyclic compounds"
"Phosphoribosylpyrophosphate Synthetase Superactivity","creatinine","Organic acids and derivatives"
"Cachexia","l-tyrosine","Organic acids and derivatives"
"Cachexia","myo-inositol","Organic oxygen compounds"
"Cachexia","uric acid","Organoheterocyclic compounds"
"Cachexia","l-valine","Organic acids and derivatives"
"Cachexia","l-tryptophan","Organoheterocyclic compounds"
"Hawkinsinuria","l-tyrosine","Organic acids and derivatives"
"Hawkinsinuria","cis-4-hydroxycyclohexylacetic acid","Organic oxygen compounds"
"Hawkinsinuria","hydrogen carbonate","Organic acids and derivatives"
"Hawkinsinuria","4-hydroxyphenylpyruvic acid","Benzenoids"
"Hawkinsinuria","trans-4-hydroxycyclohexylacetic acid","Organic oxygen compounds"
"Hawkinsinuria","hawkinsin","Organic acids and derivatives"
"Myocardial infarction","l-tyrosine","Organic acids and derivatives"
"Myocardial infarction","l-phenylalanine","Organic acids and derivatives"
"Myocardial infarction","3-chlorotyrosine","Organic acids and derivatives"
"Tyrosinemia","l-tyrosine","Organic acids and derivatives"
"Tyrosinemia","succinylacetone","Organic acids and derivatives"
"Tyrosinemia","l-methionine","Organic acids and derivatives"
"Viral infection","l-tyrosine","Organic acids and derivatives"
"Viral infection","l-phenylalanine","Organic acids and derivatives"
"6-Pyruvoyltetrahydropterin synthase deficiency","l-phenylalanine","Organic acids and derivatives"
"6-Pyruvoyltetrahydropterin synthase deficiency","biopterin","Organoheterocyclic compounds"
"Bacterial infections","l-phenylalanine","Organic acids and derivatives"
"Dengue fever","l-phenylalanine","Organic acids and derivatives"
"Dengue fever","l-alanine","Organic acids and derivatives"
"Dengue fever","l-histidine","Organic acids and derivatives"
"Guanosine triphosphate cyclohydrolase deficiency","l-phenylalanine","Organic acids and derivatives"
"Pterin-4a carbinolamine dehydratase deficiency","l-phenylalanine","Organic acids and derivatives"
"Pterin-4a carbinolamine dehydratase deficiency","biopterin","Organoheterocyclic compounds"
"Pterin-4a carbinolamine dehydratase deficiency","neopterin","Organoheterocyclic compounds"
"Tuberculosis","l-alanine","Organic acids and derivatives"
"Temporomandibular joint disorder","l-alanine","Organic acids and derivatives"
"Temporomandibular joint disorder","l-lactic acid","Organic acids and derivatives"
"Temporomandibular joint disorder","thymine","Organoheterocyclic compounds"
"Temporomandibular joint disorder","malic acid","Organic acids and derivatives"
"Coenzyme Q10 deficiency, primary, 5","l-alanine","Organic acids and derivatives"
"Coenzyme Q10 deficiency, primary, 5","l-lactic acid","Organic acids and derivatives"
"Mitochondrial pyruvate carrier deficiency","l-alanine","Organic acids and derivatives"
"Mitochondrial pyruvate carrier deficiency","l-proline","Organic acids and derivatives"
"Mitochondrial pyruvate carrier deficiency","l-lactic acid","Organic acids and derivatives"
"Mitochondrial pyruvate carrier deficiency","pyruvic acid","Organic acids and derivatives"
"Glutathione synthetase deficiency","l-proline","Organic acids and derivatives"
"Glutathione synthetase deficiency","pyroglutamic acid","Organic acids and derivatives"
"Glutathione synthetase deficiency","leukotriene b4","Lipids and lipid-like molecules"
"Hyperprolinemia, type I","l-proline","Organic acids and derivatives"
"Hyperprolinemia, type II","l-proline","Organic acids and derivatives"
"Peritoneal dialysis","d-maltose","Organic oxygen compounds"
"Peritoneal dialysis","maltotriose","Organic oxygen compounds"
"Peritoneal dialysis","maltotetraose","Organic oxygen compounds"
"Saccharopinuria","l-isoleucine","Organic acids and derivatives"
"Cystinuria","l-lysine","Organic acids and derivatives"
"Cystinuria","l-cystine","Organic acids and derivatives"
"Cystinuria","ornithine","Organic acids and derivatives"
"Cystinuria","l-arginine","Organic acids and derivatives"
"Lysinuric protein intolerance","l-lysine","Organic acids and derivatives"
"Lysinuric protein intolerance","ornithine","Organic acids and derivatives"
"Lysinuric protein intolerance","orotic acid","Organoheterocyclic compounds"
"Lysinuric protein intolerance","l-arginine","Organic acids and derivatives"
"Alpha-aminoadipic and alpha-ketoadipic aciduria","l-lysine","Organic acids and derivatives"
"Alpha-aminoadipic and alpha-ketoadipic aciduria","aminoadipic acid","Organic acids and derivatives"
"Hyperlysinuria","l-lysine","Organic acids and derivatives"
"Hyperlysinuria","l-cystine","Organic acids and derivatives"
"Hyperlysinuria","ornithine","Organic acids and derivatives"
"Hyperlysinuria","l-arginine","Organic acids and derivatives"
"Lactose Intolerance","alpha-lactose","Organic oxygen compounds"
"Serine deficiency syndrome, infantile","l-serine","Organic acids and derivatives"
"Ethanol intoxication","l-lactic acid","Organic acids and derivatives"
"Cytochrome C oxidase deficiency","l-lactic acid","Organic acids and derivatives"
"Cytochrome C oxidase deficiency","mannitol","Organic oxygen compounds"
"Hepatic and biliary malignancies","l-lactic acid","Organic acids and derivatives"
"Chronic progressive external ophthalmoplegia and Kearns-Sayre syndrome","l-lactic acid","Organic acids and derivatives"
"3-Hydroxyisobutyryl-coa hydrolase deficiency","l-lactic acid","Organic acids and derivatives"
"3-Hydroxyisobutyryl-coa hydrolase deficiency","s-(2-carboxypropyl)-cysteamine","Organic acids and derivatives"
"3-Hydroxyisobutyryl-coa hydrolase deficiency","(r)-2,3-dihydroxy-isovalerate","Lipids and lipid-like molecules"
"3-Methylglutaconic Aciduria type IX","l-lactic acid","Organic acids and derivatives"
"3-Methylglutaconic Aciduria type V","l-lactic acid","Organic acids and derivatives"
"3-Methylglutaconic Aciduria type V","2-ethylhydracrylic acid","Lipids and lipid-like molecules"
"3-Methylglutaconic Aciduria type V","3-methylglutaconic acid","Lipids and lipid-like molecules"
"3-Methylglutaconic Aciduria type V","methylglutaric acid","Lipids and lipid-like molecules"
"3-Methylglutaconic Aciduria type VI","l-lactic acid","Organic acids and derivatives"
"3-Methylglutaconic Aciduria type VI","3-methylglutaconic acid","Lipids and lipid-like molecules"
"3-Methylglutaconic Aciduria type VI","3-hydroxyisovaleric acid","Lipids and lipid-like molecules"
"Acute Infantile Liver Failure","l-lactic acid","Organic acids and derivatives"
"Coenzyme Q10 deficiency","l-lactic acid","Organic acids and derivatives"
"Coenzyme Q10 deficiency, primary, 1","l-lactic acid","Organic acids and derivatives"
"Combined oxidative phosphorylation deficiency 10","l-lactic acid","Organic acids and derivatives"
"Combined oxidative phosphorylation deficiency 11","l-lactic acid","Organic acids and derivatives"
"Combined oxidative phosphorylation deficiency 12","l-lactic acid","Organic acids and derivatives"
"Combined oxidative phosphorylation deficiency 14","l-lactic acid","Organic acids and derivatives"
"D-Lactic Acidosis","l-lactic acid","Organic acids and derivatives"
"D-Lactic Acidosis","uric acid","Organoheterocyclic compounds"
"D-Lactic Acidosis","d-lactic acid","Organic acids and derivatives"
"D-Lactic Acidosis","3-aminoisobutanoic acid","Organic acids and derivatives"
"Epileptic encephalopathy, early infantile, 39","l-lactic acid","Organic acids and derivatives"
"Fructose intolerance, hereditary","l-lactic acid","Organic acids and derivatives"
"Fructose intolerance, hereditary","uric acid","Organoheterocyclic compounds"
"Fructose intolerance, hereditary","magnesium","Homogeneous metal compounds"
"Fructose intolerance, hereditary","phosphorus","Inorganic compounds"
"GRACILE syndrome","l-lactic acid","Organic acids and derivatives"
"GRACILE syndrome","pyruvic acid","Organic acids and derivatives"
"Leber Optic Atrophy and Dystonia","l-lactic acid","Organic acids and derivatives"
"Leigh Syndrome, French Canadian Type","l-lactic acid","Organic acids and derivatives"
"Leigh Syndrome, French Canadian Type","hydrogen carbonate","Organic acids and derivatives"
"Mitochondrial encephalomyopaththy with elevanted methylmalonic acid, SUCLA2","l-lactic acid","Organic acids and derivatives"
"Mitochondrial encephalomyopaththy with elevanted methylmalonic acid, SUCLA2","methylmalonic acid","Organic acids and derivatives"
"Mitochondrial Myopathy, Infantile, Transient","l-lactic acid","Organic acids and derivatives"
"Mitochondrial phosphate carrier deficiency","l-lactic acid","Organic acids and derivatives"
"Mitochondrial-encephalopathy-lactic acidosis-stroke","l-lactic acid","Organic acids and derivatives"
"Myoclonic epilepsy and ragged red fiber disease","l-lactic acid","Organic acids and derivatives"
"Myopathy with lactic acidosis, hereditary","l-lactic acid","Organic acids and derivatives"
"Myopathy with lactic acidosis, hereditary","pyruvic acid","Organic acids and derivatives"
"Pyruvate dehydrogenase deficiency (E1)","l-lactic acid","Organic acids and derivatives"
"Pyruvate dehydrogenase deficiency (E1)","pyruvic acid","Organic acids and derivatives"
"Sengers syndrome","l-lactic acid","Organic acids and derivatives"
"Sengers syndrome","3-methylglutaconic acid","Lipids and lipid-like molecules"
"Acute seizures","l-cystine","Organic acids and derivatives"
"Coronary artery disease","inosine","Nucleosides, nucleotides, and analogues"
"Critical illnesses","inosine","Nucleosides, nucleotides, and analogues"
